I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
4.902672: Worker 0: step 18720 (global step: 18719 of 60000) loss = 0.81 examples_per_sec = 261.08 

5.093823: Worker 0: step 18730 (global step: 18729 of 60000) loss = 0.72 examples_per_sec = 251.28 

5.157320: Worker 0: step 18740 (global step: 18739 of 60000) loss = 0.80 examples_per_sec = 248.19 

5.074801: Worker 0: step 18750 (global step: 18749 of 60000) loss = 0.89 examples_per_sec = 252.23 

4.897131: Worker 0: step 18760 (global step: 18759 of 60000) loss = 1.00 examples_per_sec = 261.38 

5.114274: Worker 0: step 18770 (global step: 18769 of 60000) loss = 0.81 examples_per_sec = 250.28 

5.083259: Worker 0: step 18780 (global step: 18779 of 60000) loss = 0.91 examples_per_sec = 251.81 

5.167365: Worker 0: step 18790 (global step: 18789 of 60000) loss = 0.93 examples_per_sec = 247.71 

5.112111: Worker 0: step 18800 (global step: 18799 of 60000) loss = 0.75 examples_per_sec = 250.39 

4.983607: Worker 0: step 18810 (global step: 18809 of 60000) loss = 1.10 examples_per_sec = 256.84 

5.001991: Worker 0: step 18820 (global step: 18819 of 60000) loss = 0.85 examples_per_sec = 255.90 

5.112777: Worker 0: step 18830 (global step: 18829 of 60000) loss = 1.02 examples_per_sec = 250.35 

4.887088: Worker 0: step 18840 (global step: 18839 of 60000) loss = 0.78 examples_per_sec = 261.91 

5.034313: Worker 0: step 18850 (global step: 18849 of 60000) loss = 0.86 examples_per_sec = 254.26 

5.052093: Worker 0: step 18860 (global step: 18859 of 60000) loss = 0.78 examples_per_sec = 253.36 

5.108574: Worker 0: step 18870 (global step: 18869 of 60000) loss = 0.92 examples_per_sec = 250.56 

4.908597: Worker 0: step 18880 (global step: 18879 of 60000) loss = 0.83 examples_per_sec = 260.77 

4.895272: Worker 0: step 18890 (global step: 18889 of 60000) loss = 0.91 examples_per_sec = 261.48 

4.944528: Worker 0: step 18900 (global step: 18899 of 60000) loss = 0.83 examples_per_sec = 258.87 

5.123176: Worker 0: step 18910 (global step: 18909 of 60000) loss = 0.84 examples_per_sec = 249.85 

5.018965: Worker 0: step 18920 (global step: 18919 of 60000) loss = 0.80 examples_per_sec = 255.03 

4.924808: Worker 0: step 18930 (global step: 18929 of 60000) loss = 0.76 examples_per_sec = 259.91 

4.907103: Worker 0: step 18940 (global step: 18939 of 60000) loss = 0.77 examples_per_sec = 260.85 

4.863496: Worker 0: step 18950 (global step: 18949 of 60000) loss = 0.84 examples_per_sec = 263.19 

4.807391: Worker 0: step 18960 (global step: 18959 of 60000) loss = 0.69 examples_per_sec = 266.26 

4.782858: Worker 0: step 18970 (global step: 18969 of 60000) loss = 0.70 examples_per_sec = 267.62 

5.244792: Worker 0: step 18980 (global step: 18979 of 60000) loss = 0.74 examples_per_sec = 244.05 

4.996959: Worker 0: step 18990 (global step: 18989 of 60000) loss = 0.90 examples_per_sec = 256.16 

5.013105: Worker 0: step 19000 (global step: 18999 of 60000) loss = 0.83 examples_per_sec = 255.33 

Taking a Checkpoint @ Global Step 19000
5.630141: Worker 0: step 19010 (global step: 19009 of 60000) loss = 0.78 examples_per_sec = 227.35 

4.800682: Worker 0: step 19020 (global step: 19019 of 60000) loss = 0.87 examples_per_sec = 266.63 

5.175529: Worker 0: step 19030 (global step: 19029 of 60000) loss = 0.85 examples_per_sec = 247.32 

5.211172: Worker 0: step 19040 (global step: 19039 of 60000) loss = 0.82 examples_per_sec = 245.63 

4.937327: Worker 0: step 19050 (global step: 19049 of 60000) loss = 0.75 examples_per_sec = 259.25 

5.095178: Worker 0: step 19060 (global step: 19059 of 60000) loss = 0.76 examples_per_sec = 251.22 

4.914433: Worker 0: step 19070 (global step: 19069 of 60000) loss = 0.87 examples_per_sec = 260.46 

4.933756: Worker 0: step 19080 (global step: 19079 of 60000) loss = 0.82 examples_per_sec = 259.44 

5.026790: Worker 0: step 19090 (global step: 19089 of 60000) loss = 0.84 examples_per_sec = 254.64 

5.138958: Worker 0: step 19100 (global step: 19099 of 60000) loss = 0.84 examples_per_sec = 249.08 

4.934816: Worker 0: step 19110 (global step: 19109 of 60000) loss = 0.76 examples_per_sec = 259.38 

4.864548: Worker 0: step 19120 (global step: 19119 of 60000) loss = 0.90 examples_per_sec = 263.13 

4.793698: Worker 0: step 19130 (global step: 19129 of 60000) loss = 0.87 examples_per_sec = 267.02 

4.994118: Worker 0: step 19140 (global step: 19139 of 60000) loss = 0.68 examples_per_sec = 256.30 

5.098747: Worker 0: step 19150 (global step: 19149 of 60000) loss = 1.04 examples_per_sec = 251.04 

5.068936: Worker 0: step 19160 (global step: 19159 of 60000) loss = 0.79 examples_per_sec = 252.52 

4.929420: Worker 0: step 19170 (global step: 19169 of 60000) loss = 0.88 examples_per_sec = 259.67 

4.950627: Worker 0: step 19180 (global step: 19179 of 60000) loss = 0.79 examples_per_sec = 258.55 

4.989279: Worker 0: step 19190 (global step: 19189 of 60000) loss = 0.83 examples_per_sec = 256.55 

4.872762: Worker 0: step 19200 (global step: 19199 of 60000) loss = 0.96 examples_per_sec = 262.68 

5.170051: Worker 0: step 19210 (global step: 19209 of 60000) loss = 0.87 examples_per_sec = 247.58 

5.066466: Worker 0: step 19220 (global step: 19219 of 60000) loss = 0.86 examples_per_sec = 252.64 

5.182795: Worker 0: step 19230 (global step: 19229 of 60000) loss = 0.82 examples_per_sec = 246.97 

4.817111: Worker 0: step 19240 (global step: 19239 of 60000) loss = 0.92 examples_per_sec = 265.72 

5.022828: Worker 0: step 19250 (global step: 19249 of 60000) loss = 0.91 examples_per_sec = 254.84 

5.041169: Worker 0: step 19260 (global step: 19259 of 60000) loss = 0.85 examples_per_sec = 253.91 

5.191667: Worker 0: step 19270 (global step: 19269 of 60000) loss = 0.97 examples_per_sec = 246.55 

5.127303: Worker 0: step 19280 (global step: 19279 of 60000) loss = 0.77 examples_per_sec = 249.64 

5.223114: Worker 0: step 19290 (global step: 19289 of 60000) loss = 0.77 examples_per_sec = 245.06 

5.038089: Worker 0: step 19300 (global step: 19299 of 60000) loss = 0.88 examples_per_sec = 254.06 

4.962872: Worker 0: step 19310 (global step: 19309 of 60000) loss = 0.82 examples_per_sec = 257.92 

5.233903: Worker 0: step 19320 (global step: 19319 of 60000) loss = 0.85 examples_per_sec = 244.56 

4.987330: Worker 0: step 19330 (global step: 19329 of 60000) loss = 0.89 examples_per_sec = 256.65 

5.133461: Worker 0: step 19340 (global step: 19339 of 60000) loss = 0.86 examples_per_sec = 249.34 

5.155211: Worker 0: step 19350 (global step: 19349 of 60000) loss = 0.85 examples_per_sec = 248.29 

4.956750: Worker 0: step 19360 (global step: 19359 of 60000) loss = 0.87 examples_per_sec = 258.23 

5.140151: Worker 0: step 19370 (global step: 19369 of 60000) loss = 0.83 examples_per_sec = 249.02 

5.236402: Worker 0: step 19380 (global step: 19379 of 60000) loss = 0.78 examples_per_sec = 244.44 

5.086813: Worker 0: step 19390 (global step: 19389 of 60000) loss = 0.60 examples_per_sec = 251.63 

5.084348: Worker 0: step 19400 (global step: 19399 of 60000) loss = 0.78 examples_per_sec = 251.75 

5.113719: Worker 0: step 19410 (global step: 19409 of 60000) loss = 0.77 examples_per_sec = 250.31 

4.902603: Worker 0: step 19420 (global step: 19419 of 60000) loss = 0.68 examples_per_sec = 261.09 

5.035475: Worker 0: step 19430 (global step: 19429 of 60000) loss = 0.82 examples_per_sec = 254.20 

5.127122: Worker 0: step 19440 (global step: 19439 of 60000) loss = 0.88 examples_per_sec = 249.65 

5.172108: Worker 0: step 19450 (global step: 19449 of 60000) loss = 0.82 examples_per_sec = 247.48 

5.275095: Worker 0: step 19460 (global step: 19459 of 60000) loss = 0.67 examples_per_sec = 242.65 

5.060347: Worker 0: step 19470 (global step: 19469 of 60000) loss = 0.92 examples_per_sec = 252.95 

5.035737: Worker 0: step 19480 (global step: 19479 of 60000) loss = 0.78 examples_per_sec = 254.18 

5.174503: Worker 0: step 19490 (global step: 19489 of 60000) loss = 0.79 examples_per_sec = 247.37 

5.125253: Worker 0: step 19500 (global step: 19499 of 60000) loss = 0.83 examples_per_sec = 249.74 

5.278957: Worker 0: step 19510 (global step: 19509 of 60000) loss = 0.92 examples_per_sec = 242.47 

5.149554: Worker 0: step 19520 (global step: 19519 of 60000) loss = 0.75 examples_per_sec = 248.57 

5.250457: Worker 0: step 19530 (global step: 19529 of 60000) loss = 0.79 examples_per_sec = 243.79 

5.120646: Worker 0: step 19540 (global step: 19539 of 60000) loss = 0.82 examples_per_sec = 249.97 

5.522132: Worker 0: step 19550 (global step: 19549 of 60000) loss = 0.74 examples_per_sec = 231.79 

4.993877: Worker 0: step 19560 (global step: 19559 of 60000) loss = 0.72 examples_per_sec = 256.31 

5.301897: Worker 0: step 19570 (global step: 19569 of 60000) loss = 0.79 examples_per_sec = 241.42 

5.195213: Worker 0: step 19580 (global step: 19579 of 60000) loss = 0.75 examples_per_sec = 246.38 

5.296459: Worker 0: step 19590 (global step: 19589 of 60000) loss = 0.79 examples_per_sec = 241.67 

5.099466: Worker 0: step 19600 (global step: 19599 of 60000) loss = 0.77 examples_per_sec = 251.01 

5.225009: Worker 0: step 19610 (global step: 19609 of 60000) loss = 0.84 examples_per_sec = 244.98 

5.022570: Worker 0: step 19620 (global step: 19619 of 60000) loss = 0.83 examples_per_sec = 254.85 

5.425604: Worker 0: step 19630 (global step: 19629 of 60000) loss = 0.87 examples_per_sec = 235.92 

5.316799: Worker 0: step 19640 (global step: 19639 of 60000) loss = 0.80 examples_per_sec = 240.75 

5.051663: Worker 0: step 19650 (global step: 19649 of 60000) loss = 0.79 examples_per_sec = 253.38 

5.077802: Worker 0: step 19660 (global step: 19659 of 60000) loss = 0.88 examples_per_sec = 252.08 

5.101497: Worker 0: step 19670 (global step: 19669 of 60000) loss = 0.93 examples_per_sec = 250.91 

5.283419: Worker 0: step 19680 (global step: 19679 of 60000) loss = 0.73 examples_per_sec = 242.27 

5.298902: Worker 0: step 19690 (global step: 19689 of 60000) loss = 0.83 examples_per_sec = 241.56 

5.039311: Worker 0: step 19700 (global step: 19699 of 60000) loss = 0.86 examples_per_sec = 254.00 

5.018047: Worker 0: step 19710 (global step: 19709 of 60000) loss = 0.86 examples_per_sec = 255.08 

5.007967: Worker 0: step 19720 (global step: 19719 of 60000) loss = 0.92 examples_per_sec = 255.59 

5.251449: Worker 0: step 19730 (global step: 19729 of 60000) loss = 0.68 examples_per_sec = 243.74 

5.200463: Worker 0: step 19740 (global step: 19739 of 60000) loss = 0.92 examples_per_sec = 246.13 

5.251562: Worker 0: step 19750 (global step: 19749 of 60000) loss = 0.66 examples_per_sec = 243.74 

5.152411: Worker 0: step 19760 (global step: 19759 of 60000) loss = 0.82 examples_per_sec = 248.43 

5.011705: Worker 0: step 19770 (global step: 19769 of 60000) loss = 0.74 examples_per_sec = 255.40 

5.014594: Worker 0: step 19780 (global step: 19779 of 60000) loss = 0.69 examples_per_sec = 255.25 

4.992301: Worker 0: step 19790 (global step: 19789 of 60000) loss = 0.78 examples_per_sec = 256.39 

5.141587: Worker 0: step 19800 (global step: 19799 of 60000) loss = 0.93 examples_per_sec = 248.95 

5.198175: Worker 0: step 19810 (global step: 19809 of 60000) loss = 0.85 examples_per_sec = 246.24 

5.066328: Worker 0: step 19820 (global step: 19819 of 60000) loss = 0.91 examples_per_sec = 252.65 

5.131056: Worker 0: step 19830 (global step: 19829 of 60000) loss = 0.77 examples_per_sec = 249.46 

5.275537: Worker 0: step 19840 (global step: 19839 of 60000) loss = 0.76 examples_per_sec = 242.63 

5.224601: Worker 0: step 19850 (global step: 19849 of 60000) loss = 0.79 examples_per_sec = 244.99 

5.182070: Worker 0: step 19860 (global step: 19859 of 60000) loss = 0.77 examples_per_sec = 247.01 

5.155709: Worker 0: step 19870 (global step: 19869 of 60000) loss = 0.82 examples_per_sec = 248.27 

5.116343: Worker 0: step 19880 (global step: 19879 of 60000) loss = 0.86 examples_per_sec = 250.18 

5.000569: Worker 0: step 19890 (global step: 19889 of 60000) loss = 0.94 examples_per_sec = 255.97 

5.114961: Worker 0: step 19900 (global step: 19899 of 60000) loss = 0.88 examples_per_sec = 250.25 

5.072031: Worker 0: step 19910 (global step: 19909 of 60000) loss = 1.04 examples_per_sec = 252.36 

5.294787: Worker 0: step 19920 (global step: 19919 of 60000) loss = 0.75 examples_per_sec = 241.75 

5.055914: Worker 0: step 19930 (global step: 19929 of 60000) loss = 0.89 examples_per_sec = 253.17 

4.988474: Worker 0: step 19940 (global step: 19939 of 60000) loss = 0.83 examples_per_sec = 256.59 

5.161446: Worker 0: step 19950 (global step: 19949 of 60000) loss = 0.72 examples_per_sec = 247.99 

5.113429: Worker 0: step 19960 (global step: 19959 of 60000) loss = 0.81 examples_per_sec = 250.32 

5.305055: Worker 0: step 19970 (global step: 19969 of 60000) loss = 0.90 examples_per_sec = 241.28 

5.076670: Worker 0: step 19980 (global step: 19979 of 60000) loss = 0.79 examples_per_sec = 252.13 

4.986409: Worker 0: step 19990 (global step: 19989 of 60000) loss = 0.76 examples_per_sec = 256.70 

5.117935: Worker 0: step 20000 (global step: 19999 of 60000) loss = 0.79 examples_per_sec = 250.10 

Taking a Checkpoint @ Global Step 20000
5.679644: Worker 0: step 20010 (global step: 20009 of 60000) loss = 0.69 examples_per_sec = 225.37 

4.931061: Worker 0: step 20020 (global step: 20019 of 60000) loss = 0.73 examples_per_sec = 259.58 

5.127587: Worker 0: step 20030 (global step: 20029 of 60000) loss = 0.67 examples_per_sec = 249.63 

4.998891: Worker 0: step 20040 (global step: 20039 of 60000) loss = 0.72 examples_per_sec = 256.06 

5.008836: Worker 0: step 20050 (global step: 20049 of 60000) loss = 0.85 examples_per_sec = 255.55 

5.011110: Worker 0: step 20060 (global step: 20059 of 60000) loss = 0.94 examples_per_sec = 255.43 

4.922444: Worker 0: step 20070 (global step: 20069 of 60000) loss = 0.69 examples_per_sec = 260.03 

4.969048: Worker 0: step 20080 (global step: 20079 of 60000) loss = 0.91 examples_per_sec = 257.59 

5.078589: Worker 0: step 20090 (global step: 20089 of 60000) loss = 0.90 examples_per_sec = 252.04 

4.940282: Worker 0: step 20100 (global step: 20099 of 60000) loss = 0.76 examples_per_sec = 259.09 

4.982996: Worker 0: step 20110 (global step: 20109 of 60000) loss = 0.75 examples_per_sec = 256.87 

4.931961: Worker 0: step 20120 (global step: 20119 of 60000) loss = 0.92 examples_per_sec = 259.53 

4.879824: Worker 0: step 20130 (global step: 20129 of 60000) loss = 0.93 examples_per_sec = 262.30 

4.930956: Worker 0: step 20140 (global step: 20139 of 60000) loss = 0.72 examples_per_sec = 259.58 

5.224181: Worker 0: step 20150 (global step: 20149 of 60000) loss = 0.84 examples_per_sec = 245.01 

5.228234: Worker 0: step 20160 (global step: 20159 of 60000) loss = 0.79 examples_per_sec = 244.82 

5.056102: Worker 0: step 20170 (global step: 20169 of 60000) loss = 0.81 examples_per_sec = 253.16 

5.282953: Worker 0: step 20180 (global step: 20179 of 60000) loss = 0.67 examples_per_sec = 242.29 

5.171702: Worker 0: step 20190 (global step: 20189 of 60000) loss = 0.79 examples_per_sec = 247.50 

5.182567: Worker 0: step 20200 (global step: 20199 of 60000) loss = 0.92 examples_per_sec = 246.98 

4.913131: Worker 0: step 20210 (global step: 20209 of 60000) loss = 0.84 examples_per_sec = 260.53 

5.039114: Worker 0: step 20220 (global step: 20219 of 60000) loss = 0.82 examples_per_sec = 254.01 

4.946854: Worker 0: step 20230 (global step: 20229 of 60000) loss = 0.78 examples_per_sec = 258.75 

4.827390: Worker 0: step 20240 (global step: 20239 of 60000) loss = 0.93 examples_per_sec = 265.15 

4.938169: Worker 0: step 20250 (global step: 20249 of 60000) loss = 0.92 examples_per_sec = 259.21 

4.872133: Worker 0: step 20260 (global step: 20259 of 60000) loss = 0.70 examples_per_sec = 262.72 

4.961136: Worker 0: step 20270 (global step: 20269 of 60000) loss = 0.79 examples_per_sec = 258.01 

5.212808: Worker 0: step 20280 (global step: 20279 of 60000) loss = 0.66 examples_per_sec = 245.55 

4.932920: Worker 0: step 20290 (global step: 20289 of 60000) loss = 0.92 examples_per_sec = 259.48 

4.973109: Worker 0: step 20300 (global step: 20299 of 60000) loss = 0.82 examples_per_sec = 257.38 

4.882636: Worker 0: step 20310 (global step: 20309 of 60000) loss = 0.82 examples_per_sec = 262.15 

4.919292: Worker 0: step 20320 (global step: 20319 of 60000) loss = 0.93 examples_per_sec = 260.20 

4.993498: Worker 0: step 20330 (global step: 20329 of 60000) loss = 0.81 examples_per_sec = 256.33 

4.981500: Worker 0: step 20340 (global step: 20339 of 60000) loss = 0.85 examples_per_sec = 256.95 

4.906190: Worker 0: step 20350 (global step: 20349 of 60000) loss = 0.74 examples_per_sec = 260.89 

4.969788: Worker 0: step 20360 (global step: 20359 of 60000) loss = 0.75 examples_per_sec = 257.56 

4.794753: Worker 0: step 20370 (global step: 20369 of 60000) loss = 0.75 examples_per_sec = 266.96 

4.897589: Worker 0: step 20380 (global step: 20379 of 60000) loss = 0.88 examples_per_sec = 261.35 

5.063716: Worker 0: step 20390 (global step: 20389 of 60000) loss = 0.95 examples_per_sec = 252.78 

5.014229: Worker 0: step 20400 (global step: 20399 of 60000) loss = 0.74 examples_per_sec = 255.27 

4.902675: Worker 0: step 20410 (global step: 20409 of 60000) loss = 0.74 examples_per_sec = 261.08 

5.101881: Worker 0: step 20420 (global step: 20419 of 60000) loss = 0.81 examples_per_sec = 250.89 

4.947249: Worker 0: step 20430 (global step: 20429 of 60000) loss = 0.82 examples_per_sec = 258.73 

4.793374: Worker 0: step 20440 (global step: 20439 of 60000) loss = 0.98 examples_per_sec = 267.04 

5.150691: Worker 0: step 20450 (global step: 20449 of 60000) loss = 0.89 examples_per_sec = 248.51 

5.335476: Worker 0: step 20460 (global step: 20459 of 60000) loss = 0.95 examples_per_sec = 239.90 

4.953169: Worker 0: step 20470 (global step: 20469 of 60000) loss = 0.65 examples_per_sec = 258.42 

4.900964: Worker 0: step 20480 (global step: 20479 of 60000) loss = 0.96 examples_per_sec = 261.17 

4.917016: Worker 0: step 20490 (global step: 20489 of 60000) loss = 0.77 examples_per_sec = 260.32 

5.077428: Worker 0: step 20500 (global step: 20499 of 60000) loss = 1.01 examples_per_sec = 252.10 

5.246167: Worker 0: step 20510 (global step: 20509 of 60000) loss = 0.93 examples_per_sec = 243.99 

5.259544: Worker 0: step 20520 (global step: 20519 of 60000) loss = 0.87 examples_per_sec = 243.37 

5.199865: Worker 0: step 20530 (global step: 20529 of 60000) loss = 0.93 examples_per_sec = 246.16 

5.049364: Worker 0: step 20540 (global step: 20539 of 60000) loss = 0.82 examples_per_sec = 253.50 

4.993146: Worker 0: step 20550 (global step: 20549 of 60000) loss = 0.75 examples_per_sec = 256.35 

4.911946: Worker 0: step 20560 (global step: 20559 of 60000) loss = 0.77 examples_per_sec = 260.59 

5.168898: Worker 0: step 20570 (global step: 20569 of 60000) loss = 0.80 examples_per_sec = 247.63 
